"","dataset","sample.id.tumor","sample.id.normal","chrom","seg","num.mark","nhet","cnlr.median","mafR","segclust","cnlr.median.clust","mafR.clust","start","end","cf.em","tcn.em","lcn.em","svtype","svlen","copy.number.simple","copy.number.category","length","gene_name","Is.TF.","DBD","Group_kinase","Family_kinase","median.CRISPR","mean.CRISPR","sd.CRISPR","min.CRISPR","Tier.COSMIC","Hallmark.COSMIC","Role.in.Cancer.COSMIC","Mutation.Types.COSMIC","Translocation.Partner.COSMIC","Is.Oncogene.oncoKB","Is.Tumor.Suppressor.Gene.oncoKB","OncoKB.Annotated.oncoKB","pubmed_invasion","pubmed_cancer","pubmed_growth","pubmed_migration","pubmed_prolifiration","PPI_count"
"747","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"C12orf71","No_data","No_data","No_data","No_data",0.065,0.063,0.133,-0.544,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"748","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"STK38L","No_data","No_data","AGC","NDR",-0.006,-0.01,0.131,-0.747,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,0,1,2,0
"749","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"ARNTL2","Yes","bHLH","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",2,26,1,0,2,0
"750","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"SMCO2","No_data","No_data","No_data","No_data",0.086,0.086,0.1,-0.468,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"751","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"PPFIBP1","No_data","No_data","No_data","No_data",0.064,0.059,0.109,-0.385,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,7,0,1,1,1
"752","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"REP15","No_data","No_data","No_data","No_data",0.038,0.041,0.134,-0.624,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,1,1,0
"753","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"MRPS35","No_data","No_data","No_data","No_data",-0.473,-0.487,0.249,-1.643,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,1
"754","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"MANSC4","No_data","No_data","No_data","No_data",-0.068,-0.076,0.115,-0.64,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"755","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"KLHL42","No_data","No_data","No_data","No_data",-0.05,-0.055,0.106,-0.627,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"756","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"PTHLH","No_data","No_data","No_data","No_data",0.026,0.022,0.095,-0.354,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,64,6,6,14,2
"757","METAPRISM","MP-0860-D01","MP-0860-D10","12",78,248,36,2.518,5.037,81,2.528,4.904,27143424,28717991,0.656,24,2,"DUP",1574568,"Amplification","HL_gain",1574567,"CCDC91","No_data","No_data","No_data","No_data",0.12,0.117,0.13,-0.549,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"758","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"PPFIBP1","No_data","No_data","No_data","No_data",0.064,0.059,0.109,-0.385,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,7,0,1,1,1
"759","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"REP15","No_data","No_data","No_data","No_data",0.038,0.041,0.134,-0.624,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,1,1,0
"760","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"MRPS35","No_data","No_data","No_data","No_data",-0.473,-0.487,0.249,-1.643,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,1
"761","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"MANSC4","No_data","No_data","No_data","No_data",-0.068,-0.076,0.115,-0.64,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"762","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"KLHL42","No_data","No_data","No_data","No_data",-0.05,-0.055,0.106,-0.627,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"763","MET500","SRR4307473","SRR4307472","12",155,103,6,2.17810624518338,3.39834551553209,81,2.20385669819773,NA,27745476,28123034,0.84420397763845,15,NA,NA,NA,NA,NA,377558,"PTHLH","No_data","No_data","No_data","No_data",0.026,0.022,0.095,-0.354,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,64,6,6,14,2
"764","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"TP53I13","No_data","No_data","No_data","No_data",-0.154,-0.158,0.149,-0.891,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,1,0
"765","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"GIT1","No_data","No_data","No_data","No_data",-0.164,-0.169,0.118,-0.662,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",5,39,6,45,17,6
"766","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"ANKRD13B","No_data","No_data","No_data","No_data",-0.089,-0.087,0.136,-0.547,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"767","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"CORO6","No_data","No_data","No_data","No_data",-0.307,-0.307,0.129,-0.832,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,6,1,2,0,0
"768","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"SSH2","No_data","No_data","No_data","No_data",-0.259,-0.277,0.164,-1.476,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,6,1,5,2,0
"769","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"EFCAB5","No_data","No_data","No_data","No_data",0.121,0.115,0.128,-0.478,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"770","METAPRISM","MP-0715-D01","MP-0715-D10","17",56,201,8,1.705,3.628,38,1.721,NA,27896112,28508041,0.317,21,NA,"DUP",611930,"Amplification","HL_gain",611929,"NSRP1","No_data","No_data","No_data","No_data",-0.446,-0.461,0.196,-1.353,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,1,0,0,0
"771","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"GTF3A","Yes","C2H2 ZF","No_data","No_data",-1.065,-1.085,0.339,-2.94,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,1,0
"772","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"MTIF3","No_data","No_data","No_data","No_data",-0.113,-0.129,0.133,-0.921,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,1,0,0,0
"773","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"LNX2","No_data","No_data","No_data","No_data",0.038,0.04,0.089,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,0,0,1,0
"774","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"POLR1D","No_data","No_data","No_data","No_data",-0.464,-0.458,0.136,-1.178,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,1,1,2,0
"775","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"GSX1","Yes","Homeodomain","No_data","No_data",0.043,0.046,0.114,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,0,0,0,1,0
"776","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"PDX1","Yes","Homeodomain","No_data","No_data",-0.024,-0.025,0.125,-0.465,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",6,238,35,12,136,4
"777","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"ATP5EP2","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"778","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"CDX2","Yes","Homeodomain","No_data","No_data",-0.011,-0.029,0.168,-1.308,"1","","TSG, fusion","T","ETV6","No_data","No_data","No_data",10,835,20,28,112,7
"779","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"URAD","No_data","No_data","No_data","No_data",0.006,0.007,0.098,-0.509,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"780","METAPRISM","MP-0985-D01","MP-0985-D10","13",41,126,19,3.607,12.524,38,3.607,12.524,27998876,28644830,0.827,44,1,"DUP",645955,"Amplification","HL_gain",645954,"FLT3","No_data","No_data","TK","PDGFR",-0.101,-0.109,0.137,-1.733,"1","Yes","oncogene","Mis, O","","Yes","No","Yes",4,795,115,22,279,37
"781","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"LNX2","No_data","No_data","No_data","No_data",0.038,0.04,0.089,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,0,0,1,0
"782","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"POLR1D","No_data","No_data","No_data","No_data",-0.464,-0.458,0.136,-1.178,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,1,1,2,0
"783","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"GSX1","Yes","Homeodomain","No_data","No_data",0.043,0.046,0.114,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",1,0,0,0,1,0
"784","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"PDX1","Yes","Homeodomain","No_data","No_data",-0.024,-0.025,0.125,-0.465,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",6,238,35,12,136,4
"785","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"ATP5EP2","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"786","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"CDX2","Yes","Homeodomain","No_data","No_data",-0.011,-0.029,0.168,-1.308,"1","","TSG, fusion","T","ETV6","No_data","No_data","No_data",10,835,20,28,112,7
"787","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"URAD","No_data","No_data","No_data","No_data",0.006,0.007,0.098,-0.509,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"788","METAPRISM","MP-0570-D02","MP-0570-D10","13",47,115,14,2.349,5.973,30,2.349,NA,28122539,28681933,0.715,15,NA,"DUP",559395,"Amplification","HL_gain",559394,"FLT3","No_data","No_data","TK","PDGFR",-0.101,-0.109,0.137,-1.733,"1","Yes","oncogene","Mis, O","","Yes","No","Yes",4,795,115,22,279,37
"789","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"UQCRFS1","No_data","No_data","No_data","No_data",-0.598,-0.593,0.277,-1.593,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,16,4,1,1,1
"790","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"VSTM2B","No_data","No_data","No_data","No_data",-0.084,-0.087,0.116,-0.661,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"791","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"POP4","No_data","No_data","No_data","No_data",-0.938,-0.965,0.265,-1.929,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,1,0,0,2
"792","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"PLEKHF1","No_data","No_data","No_data","No_data",-0.001,-0.003,0.111,-0.711,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,5,0,0,0,0
"793","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"C19orf12","No_data","No_data","No_data","No_data",-0.03,-0.039,0.119,-0.513,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,1,0,0,0
"794","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"CCNE1","No_data","No_data","No_data","No_data",-0.224,-0.27,0.261,-2.025,"1","Yes","oncogene","A","","Yes","No","Yes",4,428,26,15,144,10
"795","MET500","SRR4306871","SRR4306870","19",80,85,7,2.10173807846159,3.19360847659142,46,2.10273293890242,NA,29174020,30529108,0.717619861196728,15,NA,NA,NA,NA,NA,1355088,"URI1","No_data","No_data","No_data","No_data",-1.276,-1.273,0.264,-2.526,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,11,1,2,3,0
"796","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB115","No_data","No_data","No_data","No_data",-0.093,-0.101,0.13,-0.674,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"797","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB116","No_data","No_data","No_data","No_data",0.054,0.048,0.107,-0.562,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"798","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB118","No_data","No_data","No_data","No_data",-0.017,-0.027,0.14,-0.638,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"799","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB119","No_data","No_data","No_data","No_data",0.061,0.061,0.105,-0.483,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"800","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB121","No_data","No_data","No_data","No_data",0.018,0.015,0.118,-0.392,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"801","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB123","No_data","No_data","No_data","No_data",0.095,0.099,0.127,-0.553,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"802","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"DEFB124","No_data","No_data","No_data","No_data",0.072,0.074,0.086,-0.294,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,1,0,0,0,0
"803","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"REM1","No_data","No_data","No_data","No_data",-0.195,-0.203,0.168,-1.039,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"804","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"HM13","No_data","No_data","No_data","No_data",-0.105,-0.108,0.15,-0.723,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,8,1,0,2,0
"805","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"ID1","No_data","No_data","No_data","No_data",-0.036,-0.051,0.164,-0.966,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",36,355,59,52,170,5
"806","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"COX4I2","No_data","No_data","No_data","No_data",-0.038,-0.042,0.134,-0.878,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,1,1,1,0
"807","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"BCL2L1","No_data","No_data","No_data","No_data",-0.947,-1.107,0.629,-3.856,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",6,201,13,13,50,31
"808","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"AL160175.1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"809","MET500","SRR4307429","SRR4307428","20",118,110,11,2.77427443867349,6.45858340073915,85,2.77427443867349,NA,29845414,30345378,0.690585072305052,29,NA,NA,NA,NA,NA,499964,"TPX2","No_data","No_data","No_data","No_data",-1.255,-1.286,0.34,-3.23,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",11,258,19,12,64,5
"810","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"HM13","No_data","No_data","No_data","No_data",-0.105,-0.108,0.15,-0.723,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,8,1,0,2,0
"811","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"ID1","No_data","No_data","No_data","No_data",-0.036,-0.051,0.164,-0.966,"No_data","No_data","No_data","No_data","No_data","Yes","No","Yes",36,355,59,52,170,5
"812","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"COX4I2","No_data","No_data","No_data","No_data",-0.038,-0.042,0.134,-0.878,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,3,1,1,1,0
"813","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"BCL2L1","No_data","No_data","No_data","No_data",-0.947,-1.107,0.629,-3.856,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",6,201,13,13,50,31
"814","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"AL160175.1","No_data","No_data","No_data","No_data",NA,NA,NA,NA,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"815","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"TPX2","No_data","No_data","No_data","No_data",-1.255,-1.286,0.34,-3.23,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",11,258,19,12,64,5
"816","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"MYLK2","No_data","No_data","CAMK","MLCK",-0.17,-0.173,0.141,-0.971,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,6,1,0,1,1
"817","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"FOXS1","Yes","Forkhead","No_data","No_data",-0.037,-0.039,0.129,-0.543,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,10,0,3,4,0
"818","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"DUSP15","No_data","No_data","No_data","No_data",0.145,0.143,0.102,-0.496,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,2,0,0,0,0
"819","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"TTLL9","No_data","No_data","No_data","No_data",0.106,0.104,0.114,-0.286,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"820","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"PDRG1","No_data","No_data","No_data","No_data",-1.531,-1.513,0.372,-2.604,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,16,1,0,4,0
"821","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"XKR7","No_data","No_data","No_data","No_data",-0.155,-0.16,0.129,-0.837,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
"822","METAPRISM","MP-0791-D01","MP-0791-D10","20",100,333,14,1.541,2.65,59,1.541,NA,30137853,31017248,0.224,24,NA,"DUP",879396,"Amplification","HL_gain",879395,"CCM2L","No_data","No_data","No_data","No_data",0.011,0.009,0.127,-0.564,"No_data","No_data","No_data","No_data","No_data","No_data","No_data","No_data",0,0,0,0,0,0
